Unnamed: 0_level_0 Rk,Team,Unnamed: 2_level_0 Age,Unnamed: 3_level_0 W,Unnamed: 4_level_0 L,Unnamed: 5_level_0 PW,Unnamed: 6_level_0 PL,Unnamed: 7_level_0 MOV,Unnamed: 8_level_0 SOS,Unnamed: 9_level_0 SRS,Unnamed: 10_level_0 ORtg,Unnamed: 11_level_0 DRtg,Unnamed: 12_level_0 NRtg,Unnamed: 13_level_0 Pace,Unnamed: 14_level_0 FTr,Unnamed: 15_level_0 3PAr,Unnamed: 16_level_0 TS%,Unnamed: 17_level_0 Unnamed: 17_level_1,Offense Four Factors eFG%,Offense Four Factors TOV%,Offense Four Factors ORB%,Offense Four Factors FT/FGA,Unnamed: 22_level_0 Unnamed: 22_level_1,Defense Four Factors eFG%,Defense Four Factors TOV%,Defense Four Factors DRB%,Defense Four Factors FT/FGA,Unnamed: 27_level_0 Unnamed: 27_level_1,Unnamed: 28_level_0 Arena,Unnamed: 29_level_0 Attend.,Unnamed: 30_level_0 Attend./G,Season
1,Orlando Magic*,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,+8.1,92.0,.340,.350,.573,,.536,13.6,24.6,.246,,.477,12.2,77.4,.205,,Amway Arena,715901,17461,2009-10
2,Cleveland Cavaliers*,28.0,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,+7.1,91.4,.341,.248,.570,,.532,13.4,25.1,.246,,.482,12.3,77.2,.218,,Quicken Loans Arena,843042,20562,2009-10
3,Utah Jazz*,25.6,53,29,55,27,5.34,-0.01,5.33,110.7,105.0,+5.7,93.8,.340,.184,.565,,.524,14.2,26.8,.252,,.492,14.2,75.6,.269,,EnergySolutions Arena,794512,19378,2009-10
4,San Antonio Spurs*,28.7,50,32,55,27,5.09,-0.02,5.07,110.0,104.5,+5.5,91.7,.296,.232,.552,,.515,12.9,26.8,.219,,.483,12.1,76.3,.214,,AT&T Center,741676,18090,2009-10
5,Atlanta Hawks*,26.5,53,29,54,28,4.66,-0.22,4.44,111.9,106.7,+5.2,90.1,.281,.214,.545,,.506,11.4,28.2,.213,,.496,13.2,72.7,.208,,Philips Arena,678375,16546,2009-10
6,Phoenix Suns*,28.5,54,28,54,28,4.90,-0.23,4.67,115.3,110.2,+5.1,95.3,.312,.261,.585,,.546,13.6,27.6,.240,,.491,11.6,70.8,.224,,US Airways Center,723582,17648,2009-10
7,Los Angeles Lakers*,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,+5.1,92.8,.289,.227,.538,,.496,12.4,27.6,.221,,.484,13.2,74.4,.195,,STAPLES Center,778877,18997,2009-10
8,Denver Nuggets*,27.7,53,29,52,30,4.09,0.06,4.15,111.8,107.5,+4.3,94.8,.376,.227,.561,,.509,12.7,26.1,.290,,.495,13.8,72.4,.251,,Pepsi Center,737301,17983,2009-10
9,Boston Celtics*,29.4,50,32,52,30,3.66,-0.29,3.37,107.7,103.8,+3.9,91.6,.332,.228,.564,,.522,14.5,22.8,.248,,.487,14.9,73.8,.251,,TD Garden,763584,18624,2009-10
10,Portland Trail Blazers*,26.6,50,32,51,31,3.30,-0.13,3.18,110.8,107.1,+3.7,87.7,.315,.215,.547,,.499,12.1,28.2,.249,,.502,13.3,74.8,.219,,Rose Garden Arena,840371,20497,2009-10
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2009-10
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2009-10
11,Oklahoma City Thunder*,23.2,50,32,51,31,3.49,0.06,3.55,108.3,104.6,+3.7,93.1,.333,.185,.547,,.494,13.9,28.6,.268,,.483,14.0,73.6,.229,,Oklahoma City Arena,738149,18004,2009-10
12,Dallas Mavericks*,30.7,55,27,49,33,2.72,-0.06,2.66,109.2,106.3,+2.9,92.5,.277,.222,.552,,.506,12.3,24.3,.226,,.495,13.6,73.7,.206,,American Airlines Center,819770,19994,2009-10
13,Miami Heat*,27.1,47,35,48,34,2.28,-0.29,1.99,106.6,104.1,+2.5,89.6,.296,.219,.537,,.496,12.8,26.1,.223,,.480,13.9,74.9,.246,,AmericanAirlines Arena,726935,17730,2009-10
14,Milwaukee Bucks*,26.4,46,36,46,36,1.70,-0.32,1.37,104.9,103.1,+1.8,91.7,.239,.259,.518,,.482,12.3,26.2,.181,,.486,14.6,76.4,.266,,Bradley Center,619453,15109,2009-10
15,Charlotte Bobcats*,27.4,44,38,45,37,1.46,-0.17,1.30,104.4,102.8,+1.6,90.4,.346,.211,.538,,.490,15.1,26.5,.260,,.491,14.7,74.2,.194,,Time Warner Cable Arena,648520,15818,2009-10
16,Houston Rockets,26.0,42,40,40,42,-0.37,0.35,-0.02,107.6,108.0,-0.4,94.0,.292,.265,.537,,.494,13.2,26.9,.225,,.511,13.6,73.8,.215,,Toyota Center,677658,16528,2009-10
17,Memphis Grizzlies,24.1,40,42,37,45,-1.51,0.13,-1.39,108.3,109.9,-1.6,93.6,.320,.148,.536,,.494,13.7,31.3,.235,,.520,13.2,73.3,.205,,FedEx Forum,552914,13486,2009-10
18,Chicago Bulls*,26.2,41,41,36,46,-1.63,0.00,-1.64,103.5,105.3,-1.8,93.1,.287,.156,.520,,.477,13.3,26.6,.217,,.484,12.3,74.8,.212,,United Center,849760,20726,2009-10
19,Toronto Raptors,25.2,40,42,36,46,-1.78,-0.05,-1.83,111.3,113.2,-1.9,93.1,.319,.211,.564,,.521,12.7,24.7,.244,,.513,11.8,72.9,.247,,Air Canada Centre,733784,17897,2009-10
20,New Orleans Hornets,27.5,37,45,34,48,-2.46,0.19,-2.27,107.4,110.1,-2.7,92.6,.243,.230,.543,,.506,12.7,24.8,.189,,.523,13.5,73.8,.205,,New Orleans Arena,617366,15058,2009-10
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2009-10
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2009-10
21,Indiana Pacers,26.6,32,50,33,49,-3.01,-0.10,-3.11,103.7,106.8,-3.1,97.1,.296,.278,.536,,.491,13.8,21.6,.229,,.490,13.4,73.0,.258,,Conseco Fieldhouse,582295,14202,2009-10
22,Golden State Warriors,25.1,26,56,32,50,-3.60,0.32,-3.28,108.1,111.7,-3.6,100.4,.294,.238,.557,,.514,13.1,20.9,.230,,.525,15.1,68.5,.260,,Oracle Arena,739120,18027,2009-10
23,New York Knicks,25.4,29,53,31,51,-3.82,-0.19,-4.01,107.6,111.6,-4.0,94.0,.256,.312,.547,,.509,13.0,23.5,.200,,.526,13.3,72.1,.207,,Madison Square Garden (IV),799550,19501,2009-10
24,Philadelphia 76ers,25.4,27,55,30,52,-3.90,-0.03,-3.93,106.1,110.3,-4.2,91.6,.270,.206,.534,,.496,13.7,27.6,.204,,.518,13.8,73.2,.231,,Wachovia Center,583219,14225,2009-10
25,Sacramento Kings,24.1,25,57,29,53,-4.37,0.30,-4.06,105.3,109.9,-4.6,94.0,.286,.201,.528,,.491,13.6,27.8,.207,,.505,12.6,73.5,.244,,Power Balance Pavilion,543416,13254,2009-10
26,Washington Wizards,27.6,26,56,28,54,-4.78,0.06,-4.72,104.2,109.4,-5.2,91.6,.283,.183,.524,,.481,13.9,27.6,.216,,.502,12.8,72.4,.239,,Verizon Center,664398,16205,2009-10
27,Detroit Pistons,26.7,27,55,26,56,-5.11,0.09,-5.02,105.6,111.4,-5.8,88.5,.303,.180,.515,,.474,12.8,30.3,.220,,.526,14.2,73.4,.264,,The Palace of Auburn Hills,768826,18752,2009-10
28,Los Angeles Clippers,27.3,29,53,24,58,-6.35,0.34,-6.01,103.3,110.1,-6.8,92.6,.283,.221,.529,,.491,14.8,27.1,.206,,.509,12.2,74.0,.214,,STAPLES Center,670063,16343,2009-10
29,Minnesota Timberwolves,24.1,15,67,17,65,-9.60,0.54,-9.06,101.7,111.6,-9.9,96.1,.278,.171,.518,,.478,14.6,26.7,.207,,.525,13.0,73.6,.220,,Target Center,619170,15102,2009-10
30,New Jersey Nets,24.8,12,70,17,65,-9.12,0.19,-8.93,100.6,110.5,-9.9,91.4,.307,.181,.509,,.458,13.7,25.1,.240,,.517,13.3,71.8,.229,,Izod Center,537230,13103,2009-10
1,Miami Heat*,29.0,58,24,61,21,7.46,-0.71,6.76,111.7,103.5,+8.2,90.9,.363,.235,.573,,.524,13.5,25.2,.279,,.475,12.6,75.5,.223,,AmericanAirlines Arena,810930,19779,2010-11
2,Chicago Bulls*,26.4,62,20,61,21,7.32,-0.79,6.53,108.3,100.3,+8.0,90.4,.305,.215,.541,,.501,13.5,29.4,.227,,.463,13.6,76.2,.222,,United Center,893462,21792,2010-11
3,Los Angeles Lakers*,30.2,57,25,58,24,6.11,-0.10,6.01,111.0,104.3,+6.7,90.7,.293,.220,.545,,.502,12.3,29.2,.228,,.477,12.8,72.3,.181,,STAPLES Center,778877,18997,2010-11
4,San Antonio Spurs*,28.8,61,21,56,26,5.71,0.16,5.86,111.8,105.6,+6.2,92.3,.299,.261,.567,,.527,12.8,24.9,.229,,.491,12.6,74.6,.190,,AT&T Center,750879,18314,2010-11
5,Boston Celtics*,29.5,56,26,57,25,5.37,-0.54,4.83,106.2,100.3,+5.9,90.4,.305,.180,.561,,.519,14.5,21.1,.235,,.469,14.8,74.7,.235,,TD Garden,763584,18624,2010-11
6,Orlando Magic*,27.6,52,30,56,26,5.46,-0.54,4.92,107.9,102.0,+5.9,91.2,.328,.328,.554,,.521,14.3,26.1,.227,,.475,13.3,76.9,.219,,Amway Center,777852,18972,2010-11
7,Denver Nuggets*,27.3,50,32,54,28,4.76,0.05,4.81,112.3,107.3,+5.0,95.6,.367,.258,.574,,.526,13.1,23.9,.281,,.500,12.7,75.4,.224,,Pepsi Center,696568,16989,2010-11
8,Dallas Mavericks*,30.9,57,25,53,29,4.23,0.18,4.41,109.7,105.0,+4.7,91.3,.286,.274,.565,,.525,13.6,24.1,.222,,.488,13.0,74.8,.206,,American Airlines Center,824162,20102,2010-11
9,Oklahoma City Thunder*,23.7,55,27,51,31,3.79,0.02,3.81,111.2,107.2,+4.0,92.7,.363,.212,.561,,.501,13.1,27.4,.299,,.493,12.9,73.6,.228,,Chesapeake Energy Arena,744068,18148,2010-11
10,Memphis Grizzlies*,25.2,46,36,48,34,2.34,0.20,2.55,107.6,105.1,+2.5,91.9,.291,.136,.534,,.493,13.0,28.9,.218,,.502,15.7,72.5,.228,,FedEx Forum,600687,14651,2010-11
,,,,,,,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,,,,,2010-11
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,2010-11
11,Houston Rockets,26.5,43,39,47,35,2.18,0.19,2.37,111.3,109.0,+2.3,94.2,.299,.264,.550,,.503,12.3,27.4,.239,,.500,12.6,72.7,.219,,Toyota Center,663839,16191,2010-11
12,Portland Trail Blazers*,26.7,48,34,46,36,1.52,0.32,1.85,108.8,107.1,+1.7,87.9,.278,.228,.533,,.486,12.6,29.5,.224,,.510,15.4,72.0,.231,,Rose Garden Arena,840924,20510,2010-11
13,Philadelphia 76ers*,24.7,41,41,45,37,1.50,-0.50,1.01,106.6,105.0,+1.6,91.7,.273,.184,.535,,.494,12.3,24.6,.210,,.487,13.5,74.5,.231,,Wells Fargo Center,604823,14752,2010-11
14,New Orleans Hornets*,26.3,46,36,44,38,0.89,0.39,1.28,106.2,105.2,+1.0,88.7,.296,.192,.537,,.493,12.8,25.1,.226,,.501,14.4,76.2,.220,,New Orleans Arena,603088,14709,2010-11
15,New York Knicks*,25.3,42,40,43,39,0.78,-0.30,0.48,110.9,110.1,+0.8,95.6,.304,.303,.561,,.513,12.6,24.2,.246,,.511,13.8,71.9,.240,,Madison Square Garden (IV),808879,19729,2010-11
